conviction,agents_agreeing,direction,vix_level,vix_regime,veto_rule_based,signal_was_correct,false_rejection,false_acceptance,conv_bucket
0.753,5,LONG,32.183,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.176,1,SHORT,25.498,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.942,1,SHORT,19.742,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.224,3,LONG,10.923,LOW,True,False,False,False,Bassa (0-0.3)
0.963,3,SHORT,15.540,LOW,False,True,False,False,Alta (0.7-1.0)
0.821,4,LONG,10.635,LOW,False,True,False,False,Alta (0.7-1.0)
0.634,5,NEUTRAL,30.914,ELEVATED,False,False,False,True,Buona (0.55-0.7)
0.804,4,LONG,40.797,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.816,2,SHORT,11.550,LOW,False,False,False,True,Alta (0.7-1.0)
0.951,2,LONG,11.887,LOW,False,True,False,False,Alta (0.7-1.0)
0.328,5,SHORT,13.777,LOW,True,False,False,False,Media (0.3-0.55)
0.631,2,LONG,18.247,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.186,4,SHORT,15.999,LOW,True,True,True,False,Bassa (0-0.3)
0.655,4,LONG,13.644,LOW,False,True,False,False,Buona (0.55-0.7)
0.254,5,NEUTRAL,21.353,NORMAL,True,False,False,False,Bassa (0-0.3)
0.608,5,SHORT,19.331,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.615,3,SHORT,14.965,LOW,False,True,False,False,Buona (0.55-0.7)
0.519,2,NEUTRAL,13.231,LOW,True,True,True,False,Media (0.3-0.55)
0.570,3,NEUTRAL,18.331,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.788,3,LONG,24.874,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.819,2,LONG,29.100,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.543,4,LONG,13.900,LOW,True,True,True,False,Media (0.3-0.55)
0.640,2,LONG,15.956,LOW,False,False,False,True,Buona (0.55-0.7)
0.938,4,SHORT,25.676,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.208,5,NEUTRAL,11.093,LOW,True,False,False,False,Bassa (0-0.3)
0.205,6,NEUTRAL,17.810,LOW,True,True,True,False,Bassa (0-0.3)
0.179,1,SHORT,18.546,NORMAL,True,False,False,False,Bassa (0-0.3)
0.692,5,SHORT,32.742,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.477,1,NEUTRAL,17.120,LOW,True,False,False,False,Media (0.3-0.55)
0.797,3,NEUTRAL,25.915,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.704,2,LONG,33.027,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.400,1,SHORT,11.188,LOW,True,True,True,False,Media (0.3-0.55)
0.909,2,NEUTRAL,36.723,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.786,1,LONG,13.323,LOW,True,True,True,False,Alta (0.7-1.0)
0.343,5,LONG,12.542,LOW,True,True,True,False,Media (0.3-0.55)
0.428,1,NEUTRAL,15.671,LOW,True,True,True,False,Media (0.3-0.55)
0.383,3,NEUTRAL,31.688,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.242,5,NEUTRAL,31.015,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.233,6,SHORT,32.970,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.943,6,LONG,15.151,LOW,False,True,False,False,Alta (0.7-1.0)
0.494,1,LONG,10.121,LOW,True,True,True,False,Media (0.3-0.55)
0.445,6,SHORT,22.871,NORMAL,True,False,False,False,Media (0.3-0.55)
0.757,4,SHORT,18.322,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.598,2,SHORT,26.652,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.943,3,SHORT,31.281,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.802,6,LONG,25.576,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.531,3,SHORT,26.145,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.439,2,LONG,17.697,LOW,True,False,False,False,Media (0.3-0.55)
0.988,6,LONG,21.161,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.746,6,LONG,10.419,LOW,False,True,False,False,Alta (0.7-1.0)
0.956,6,LONG,20.512,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.207,6,NEUTRAL,14.212,LOW,True,False,False,False,Bassa (0-0.3)
0.865,6,LONG,14.768,LOW,False,False,False,True,Alta (0.7-1.0)
0.673,3,LONG,13.638,LOW,False,True,False,False,Buona (0.55-0.7)
0.210,2,SHORT,14.084,LOW,True,True,True,False,Bassa (0-0.3)
0.629,4,SHORT,16.863,LOW,False,False,False,True,Buona (0.55-0.7)
0.717,2,LONG,23.621,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.111,3,LONG,25.246,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.509,4,LONG,21.787,NORMAL,True,False,False,False,Media (0.3-0.55)
0.843,6,SHORT,21.848,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.366,2,LONG,11.457,LOW,True,True,True,False,Media (0.3-0.55)
0.513,2,LONG,10.974,LOW,True,True,True,False,Media (0.3-0.55)
0.498,5,LONG,12.177,LOW,True,True,True,False,Media (0.3-0.55)
0.372,1,SHORT,28.735,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.927,4,LONG,20.189,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.803,5,NEUTRAL,28.547,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.200,4,LONG,51.837,CRISIS,True,False,False,False,Bassa (0-0.3)
0.997,3,SHORT,43.714,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.891,5,LONG,11.721,LOW,False,True,False,False,Alta (0.7-1.0)
0.356,3,LONG,33.473,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.853,5,LONG,12.767,LOW,False,False,False,True,Alta (0.7-1.0)
0.196,3,NEUTRAL,29.250,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.999,1,NEUTRAL,17.424,LOW,True,True,True,False,Alta (0.7-1.0)
0.699,4,LONG,13.187,LOW,False,False,False,True,Buona (0.55-0.7)
0.685,1,LONG,28.181,ELEVATED,True,True,True,False,Buona (0.55-0.7)
0.181,6,NEUTRAL,24.872,NORMAL,True,False,False,False,Bassa (0-0.3)
0.907,4,SHORT,13.232,LOW,False,False,False,True,Alta (0.7-1.0)
0.126,3,LONG,11.871,LOW,True,False,False,False,Bassa (0-0.3)
0.317,3,LONG,11.031,LOW,True,False,False,False,Media (0.3-0.55)
0.229,4,SHORT,25.491,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.799,2,SHORT,13.458,LOW,False,True,False,False,Alta (0.7-1.0)
0.278,2,SHORT,14.306,LOW,True,False,False,False,Bassa (0-0.3)
0.920,3,NEUTRAL,13.856,LOW,False,True,False,False,Alta (0.7-1.0)
0.691,2,LONG,31.819,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.133,5,LONG,20.696,NORMAL,True,False,False,False,Bassa (0-0.3)
0.105,1,LONG,34.700,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.146,5,LONG,24.703,NORMAL,True,False,False,False,Bassa (0-0.3)
0.645,3,LONG,20.762,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.821,4,LONG,13.363,LOW,False,True,False,False,Alta (0.7-1.0)
0.315,1,LONG,17.846,LOW,True,False,False,False,Media (0.3-0.55)
0.864,3,SHORT,23.125,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.152,5,LONG,16.688,LOW,True,False,False,False,Bassa (0-0.3)
0.821,2,LONG,23.305,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.935,1,SHORT,45.533,CRISIS,True,False,False,False,Alta (0.7-1.0)
0.795,4,SHORT,14.328,LOW,False,True,False,False,Alta (0.7-1.0)
0.728,1,SHORT,20.305,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.854,2,NEUTRAL,34.222,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.136,3,SHORT,18.965,NORMAL,True,True,True,False,Bassa (0-0.3)
0.282,4,LONG,15.461,LOW,True,False,False,False,Bassa (0-0.3)
0.212,4,LONG,20.879,NORMAL,True,True,True,False,Bassa (0-0.3)
0.554,5,SHORT,18.430,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.771,6,LONG,33.062,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.667,1,LONG,32.168,ELEVATED,True,True,True,False,Buona (0.55-0.7)
0.866,3,LONG,22.212,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.240,1,LONG,33.511,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.761,1,LONG,12.107,LOW,True,True,True,False,Alta (0.7-1.0)
0.274,2,LONG,24.832,NORMAL,True,True,True,False,Bassa (0-0.3)
0.344,4,NEUTRAL,19.300,NORMAL,True,False,False,False,Media (0.3-0.55)
0.739,6,NEUTRAL,11.205,LOW,False,True,False,False,Alta (0.7-1.0)
0.982,5,LONG,11.520,LOW,False,True,False,False,Alta (0.7-1.0)
0.650,4,NEUTRAL,28.691,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.149,5,LONG,29.627,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.655,2,NEUTRAL,14.171,LOW,False,False,False,True,Buona (0.55-0.7)
0.138,6,NEUTRAL,17.558,LOW,True,False,False,False,Bassa (0-0.3)
0.896,6,LONG,12.077,LOW,False,True,False,False,Alta (0.7-1.0)
0.739,1,SHORT,13.594,LOW,True,False,False,False,Alta (0.7-1.0)
0.256,3,NEUTRAL,26.459,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.183,5,NEUTRAL,50.460,CRISIS,True,False,False,False,Bassa (0-0.3)
0.265,3,NEUTRAL,19.079,NORMAL,True,True,True,False,Bassa (0-0.3)
0.982,6,SHORT,24.476,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.513,6,LONG,20.932,NORMAL,True,False,False,False,Media (0.3-0.55)
0.806,3,NEUTRAL,22.617,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.673,1,SHORT,24.871,NORMAL,True,True,True,False,Buona (0.55-0.7)
0.615,3,SHORT,20.291,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.231,2,LONG,23.709,NORMAL,True,False,False,False,Bassa (0-0.3)
0.951,3,SHORT,22.257,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.371,4,LONG,25.587,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.620,3,SHORT,19.193,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.730,2,LONG,27.159,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.684,2,SHORT,12.282,LOW,False,True,False,False,Buona (0.55-0.7)
0.947,5,NEUTRAL,17.887,LOW,False,True,False,False,Alta (0.7-1.0)
0.234,1,LONG,14.990,LOW,True,True,True,False,Bassa (0-0.3)
0.558,2,SHORT,21.008,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.464,6,LONG,24.562,NORMAL,True,True,True,False,Media (0.3-0.55)
0.527,1,NEUTRAL,52.278,CRISIS,True,False,False,False,Media (0.3-0.55)
0.207,3,SHORT,34.927,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.221,2,LONG,17.253,LOW,True,False,False,False,Bassa (0-0.3)
0.350,1,LONG,15.480,LOW,True,True,True,False,Media (0.3-0.55)
0.374,3,LONG,19.741,NORMAL,True,True,True,False,Media (0.3-0.55)
0.485,4,LONG,11.926,LOW,True,True,True,False,Media (0.3-0.55)
0.650,2,NEUTRAL,11.040,LOW,False,True,False,False,Buona (0.55-0.7)
0.671,1,SHORT,20.634,NORMAL,True,True,True,False,Buona (0.55-0.7)
0.471,1,LONG,14.184,LOW,True,False,False,False,Media (0.3-0.55)
0.468,4,NEUTRAL,11.303,LOW,True,False,False,False,Media (0.3-0.55)
0.296,6,LONG,25.870,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.629,2,NEUTRAL,20.136,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.385,2,LONG,21.632,NORMAL,True,False,False,False,Media (0.3-0.55)
0.132,3,SHORT,23.592,NORMAL,True,False,False,False,Bassa (0-0.3)
0.477,3,NEUTRAL,12.107,LOW,True,True,True,False,Media (0.3-0.55)
0.527,2,LONG,22.615,NORMAL,True,True,True,False,Media (0.3-0.55)
0.303,1,SHORT,35.326,CRISIS,True,True,True,False,Media (0.3-0.55)
0.615,4,NEUTRAL,29.646,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.609,3,LONG,21.375,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.732,3,LONG,10.621,LOW,False,False,False,True,Alta (0.7-1.0)
0.683,2,SHORT,52.866,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.687,6,LONG,28.597,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.385,4,LONG,52.085,CRISIS,True,True,True,False,Media (0.3-0.55)
0.809,3,LONG,12.080,LOW,False,True,False,False,Alta (0.7-1.0)
0.594,2,SHORT,14.020,LOW,False,True,False,False,Buona (0.55-0.7)
0.488,5,LONG,12.151,LOW,True,True,True,False,Media (0.3-0.55)
0.663,6,LONG,18.914,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.425,1,NEUTRAL,18.593,NORMAL,True,False,False,False,Media (0.3-0.55)
0.561,6,SHORT,28.930,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.763,5,NEUTRAL,10.802,LOW,False,True,False,False,Alta (0.7-1.0)
0.898,1,LONG,22.914,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.929,5,NEUTRAL,15.757,LOW,False,True,False,False,Alta (0.7-1.0)
0.553,1,SHORT,29.923,ELEVATED,True,False,False,False,Buona (0.55-0.7)
0.568,1,LONG,32.896,ELEVATED,True,True,True,False,Buona (0.55-0.7)
0.820,1,NEUTRAL,15.005,LOW,True,True,True,False,Alta (0.7-1.0)
0.383,3,LONG,31.383,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.854,4,LONG,17.605,LOW,False,True,False,False,Alta (0.7-1.0)
0.545,3,LONG,21.579,NORMAL,True,True,True,False,Media (0.3-0.55)
0.204,1,SHORT,17.839,LOW,True,True,True,False,Bassa (0-0.3)
0.165,2,LONG,30.397,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.858,6,LONG,29.611,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.150,6,LONG,19.522,NORMAL,True,True,True,False,Bassa (0-0.3)
0.353,5,LONG,24.440,NORMAL,True,False,False,False,Media (0.3-0.55)
0.401,1,LONG,14.310,LOW,True,True,True,False,Media (0.3-0.55)
0.256,5,SHORT,11.481,LOW,True,False,False,False,Bassa (0-0.3)
0.383,5,LONG,24.654,NORMAL,True,False,False,False,Media (0.3-0.55)
0.768,4,LONG,45.531,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.113,1,SHORT,18.060,NORMAL,True,False,False,False,Bassa (0-0.3)
0.844,6,LONG,14.567,LOW,False,True,False,False,Alta (0.7-1.0)
0.871,3,SHORT,32.800,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.435,1,LONG,18.221,NORMAL,True,True,True,False,Media (0.3-0.55)
0.238,2,LONG,27.160,ELEVATED,True,True,True,False,Bassa (0-0.3)
0.641,3,LONG,17.177,LOW,False,True,False,False,Buona (0.55-0.7)
0.208,1,LONG,16.866,LOW,True,False,False,False,Bassa (0-0.3)
0.428,2,LONG,28.384,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.963,3,NEUTRAL,21.212,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.996,6,LONG,47.392,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.795,1,SHORT,14.099,LOW,True,True,True,False,Alta (0.7-1.0)
0.380,4,SHORT,29.818,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.719,6,LONG,23.530,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.735,5,SHORT,11.231,LOW,False,True,False,False,Alta (0.7-1.0)
0.449,6,LONG,21.604,NORMAL,True,True,True,False,Media (0.3-0.55)
0.677,2,LONG,12.220,LOW,False,True,False,False,Buona (0.55-0.7)
0.110,5,LONG,14.755,LOW,True,False,False,False,Bassa (0-0.3)
0.288,6,SHORT,47.425,CRISIS,True,True,True,False,Bassa (0-0.3)
0.573,2,NEUTRAL,32.433,ELEVATED,False,True,False,False,Buona (0.55-0.7)
0.247,3,LONG,10.942,LOW,True,False,False,False,Bassa (0-0.3)
0.249,4,SHORT,16.533,LOW,True,False,False,False,Bassa (0-0.3)
0.853,3,SHORT,41.232,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.990,2,LONG,11.038,LOW,False,True,False,False,Alta (0.7-1.0)
0.600,6,SHORT,12.355,LOW,False,True,False,False,Buona (0.55-0.7)
0.855,6,SHORT,17.363,LOW,False,True,False,False,Alta (0.7-1.0)
0.991,3,NEUTRAL,13.924,LOW,False,True,False,False,Alta (0.7-1.0)
0.227,5,NEUTRAL,17.676,LOW,True,False,False,False,Bassa (0-0.3)
0.503,3,LONG,16.169,LOW,True,True,True,False,Media (0.3-0.55)
0.453,5,LONG,24.069,NORMAL,True,True,True,False,Media (0.3-0.55)
0.172,4,SHORT,21.231,NORMAL,True,False,False,False,Bassa (0-0.3)
0.780,3,LONG,28.322,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.490,1,LONG,12.014,LOW,True,True,True,False,Media (0.3-0.55)
0.522,4,NEUTRAL,20.649,NORMAL,True,False,False,False,Media (0.3-0.55)
0.236,2,LONG,33.089,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.263,2,LONG,30.298,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.916,2,NEUTRAL,19.718,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.140,6,LONG,33.915,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.310,1,LONG,22.817,NORMAL,True,False,False,False,Media (0.3-0.55)
0.363,5,NEUTRAL,13.902,LOW,True,False,False,False,Media (0.3-0.55)
0.541,6,LONG,16.684,LOW,True,True,True,False,Media (0.3-0.55)
0.628,1,LONG,19.669,NORMAL,True,False,False,False,Buona (0.55-0.7)
0.544,4,LONG,29.206,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.176,4,NEUTRAL,13.704,LOW,True,False,False,False,Bassa (0-0.3)
0.319,3,LONG,31.589,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.859,5,SHORT,34.402,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.674,3,LONG,11.138,LOW,False,True,False,False,Buona (0.55-0.7)
0.684,3,LONG,16.948,LOW,False,True,False,False,Buona (0.55-0.7)
0.703,3,NEUTRAL,20.372,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.787,5,SHORT,31.588,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.152,4,NEUTRAL,20.318,NORMAL,True,False,False,False,Bassa (0-0.3)
0.430,3,LONG,27.890,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.586,6,SHORT,42.233,CRISIS,True,False,False,False,Buona (0.55-0.7)
0.405,5,NEUTRAL,39.142,CRISIS,True,True,True,False,Media (0.3-0.55)
0.860,6,LONG,17.354,LOW,False,True,False,False,Alta (0.7-1.0)
0.534,5,LONG,23.729,NORMAL,True,False,False,False,Media (0.3-0.55)
0.792,3,NEUTRAL,24.273,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.867,5,LONG,24.993,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.554,2,SHORT,22.399,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.919,2,NEUTRAL,16.369,LOW,False,True,False,False,Alta (0.7-1.0)
0.628,3,LONG,16.588,LOW,False,False,False,True,Buona (0.55-0.7)
0.865,6,LONG,16.237,LOW,False,True,False,False,Alta (0.7-1.0)
0.407,4,LONG,17.451,LOW,True,True,True,False,Media (0.3-0.55)
0.549,3,LONG,20.388,NORMAL,True,True,True,False,Media (0.3-0.55)
0.578,3,LONG,15.949,LOW,False,True,False,False,Buona (0.55-0.7)
0.194,2,SHORT,29.437,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.459,4,LONG,19.796,NORMAL,True,False,False,False,Media (0.3-0.55)
0.926,3,SHORT,16.309,LOW,False,True,False,False,Alta (0.7-1.0)
0.668,4,LONG,19.967,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.260,3,LONG,22.791,NORMAL,True,False,False,False,Bassa (0-0.3)
0.405,2,LONG,23.035,NORMAL,True,False,False,False,Media (0.3-0.55)
0.272,6,SHORT,23.116,NORMAL,True,False,False,False,Bassa (0-0.3)
0.122,3,LONG,23.583,NORMAL,True,True,True,False,Bassa (0-0.3)
0.935,1,LONG,46.467,CRISIS,True,True,True,False,Alta (0.7-1.0)
0.503,3,NEUTRAL,12.253,LOW,True,True,True,False,Media (0.3-0.55)
0.377,4,SHORT,23.477,NORMAL,True,False,False,False,Media (0.3-0.55)
0.639,1,LONG,20.078,NORMAL,True,False,False,False,Buona (0.55-0.7)
0.107,2,NEUTRAL,20.917,NORMAL,True,False,False,False,Bassa (0-0.3)
0.350,1,LONG,31.829,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.733,4,LONG,11.583,LOW,False,True,False,False,Alta (0.7-1.0)
0.670,5,LONG,21.052,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.984,6,LONG,15.247,LOW,False,True,False,False,Alta (0.7-1.0)
0.658,3,LONG,27.763,ELEVATED,False,False,False,True,Buona (0.55-0.7)
0.530,6,SHORT,30.887,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.785,2,LONG,49.376,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.913,5,NEUTRAL,11.273,LOW,False,True,False,False,Alta (0.7-1.0)
0.749,4,NEUTRAL,25.652,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.967,5,SHORT,14.636,LOW,False,True,False,False,Alta (0.7-1.0)
0.804,5,SHORT,14.472,LOW,False,False,False,True,Alta (0.7-1.0)
0.880,4,SHORT,34.268,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.203,2,NEUTRAL,52.691,CRISIS,True,False,False,False,Bassa (0-0.3)
0.759,4,LONG,23.583,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.496,5,LONG,11.278,LOW,True,False,False,False,Media (0.3-0.55)
0.598,6,SHORT,17.449,LOW,False,True,False,False,Buona (0.55-0.7)
0.689,6,SHORT,19.841,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.973,2,LONG,46.796,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.986,4,SHORT,14.291,LOW,False,True,False,False,Alta (0.7-1.0)
0.359,1,LONG,17.263,LOW,True,False,False,False,Media (0.3-0.55)
0.760,5,NEUTRAL,30.838,ELEVATED,False,False,False,True,Alta (0.7-1.0)
0.775,6,LONG,16.938,LOW,False,True,False,False,Alta (0.7-1.0)
0.412,1,LONG,15.238,LOW,True,False,False,False,Media (0.3-0.55)
0.211,4,LONG,15.667,LOW,True,False,False,False,Bassa (0-0.3)
0.137,6,LONG,12.197,LOW,True,False,False,False,Bassa (0-0.3)
0.800,6,LONG,59.422,CRISIS,False,True,False,False,Alta (0.7-1.0)
0.541,3,LONG,19.606,NORMAL,True,False,False,False,Media (0.3-0.55)
0.987,1,LONG,11.739,LOW,True,True,True,False,Alta (0.7-1.0)
0.518,6,LONG,18.886,NORMAL,True,False,False,False,Media (0.3-0.55)
0.980,6,LONG,15.069,LOW,False,True,False,False,Alta (0.7-1.0)
0.470,4,LONG,28.031,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.814,6,LONG,18.888,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.176,1,LONG,24.854,NORMAL,True,False,False,False,Bassa (0-0.3)
0.600,4,LONG,21.461,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.822,1,LONG,20.387,NORMAL,True,False,False,False,Alta (0.7-1.0)
0.932,6,LONG,14.836,LOW,False,False,False,True,Alta (0.7-1.0)
0.840,5,SHORT,16.730,LOW,False,True,False,False,Alta (0.7-1.0)
0.133,6,NEUTRAL,19.634,NORMAL,True,False,False,False,Bassa (0-0.3)
0.435,4,NEUTRAL,28.503,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.144,1,SHORT,18.688,NORMAL,True,False,False,False,Bassa (0-0.3)
0.198,1,SHORT,11.296,LOW,True,False,False,False,Bassa (0-0.3)
0.708,3,LONG,22.736,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.742,5,SHORT,23.647,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.796,1,SHORT,13.261,LOW,True,False,False,False,Alta (0.7-1.0)
0.879,6,NEUTRAL,15.466,LOW,False,True,False,False,Alta (0.7-1.0)
0.765,2,NEUTRAL,21.345,NORMAL,False,False,False,True,Alta (0.7-1.0)
0.821,3,LONG,12.311,LOW,False,True,False,False,Alta (0.7-1.0)
0.144,2,SHORT,19.690,NORMAL,True,False,False,False,Bassa (0-0.3)
0.311,3,NEUTRAL,32.609,ELEVATED,True,True,True,False,Media (0.3-0.55)
0.660,3,LONG,38.519,CRISIS,True,True,True,False,Buona (0.55-0.7)
0.872,1,NEUTRAL,22.154,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.104,4,LONG,32.071,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.563,5,NEUTRAL,14.690,LOW,False,True,False,False,Buona (0.55-0.7)
0.710,6,SHORT,11.870,LOW,False,False,False,True,Alta (0.7-1.0)
0.127,2,LONG,30.602,ELEVATED,True,False,False,False,Bassa (0-0.3)
0.461,6,SHORT,10.054,LOW,True,True,True,False,Media (0.3-0.55)
0.906,6,LONG,19.306,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.704,6,SHORT,31.052,ELEVATED,False,True,False,False,Alta (0.7-1.0)
0.314,3,SHORT,23.368,NORMAL,True,False,False,False,Media (0.3-0.55)
0.868,6,SHORT,15.821,LOW,False,True,False,False,Alta (0.7-1.0)
0.413,4,NEUTRAL,32.842,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.868,1,LONG,22.325,NORMAL,True,True,True,False,Alta (0.7-1.0)
0.369,2,LONG,28.640,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.631,5,LONG,12.306,LOW,False,True,False,False,Buona (0.55-0.7)
0.457,1,LONG,13.709,LOW,True,True,True,False,Media (0.3-0.55)
0.347,3,LONG,23.222,NORMAL,True,True,True,False,Media (0.3-0.55)
0.898,5,LONG,20.231,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.269,1,LONG,12.344,LOW,True,True,True,False,Bassa (0-0.3)
0.176,3,LONG,11.559,LOW,True,False,False,False,Bassa (0-0.3)
0.408,2,NEUTRAL,15.591,LOW,True,True,True,False,Media (0.3-0.55)
0.746,4,LONG,10.940,LOW,False,True,False,False,Alta (0.7-1.0)
0.827,2,NEUTRAL,13.569,LOW,False,True,False,False,Alta (0.7-1.0)
0.999,6,LONG,23.903,NORMAL,False,True,False,False,Alta (0.7-1.0)
0.367,1,LONG,31.113,ELEVATED,True,False,False,False,Media (0.3-0.55)
0.467,6,SHORT,21.120,NORMAL,True,False,False,False,Media (0.3-0.55)
0.223,5,LONG,13.543,LOW,True,False,False,False,Bassa (0-0.3)
0.617,6,LONG,24.763,NORMAL,False,False,False,True,Buona (0.55-0.7)
0.998,6,SHORT,13.447,LOW,False,True,False,False,Alta (0.7-1.0)
0.731,2,LONG,13.372,LOW,False,False,False,True,Alta (0.7-1.0)
0.636,6,LONG,21.765,NORMAL,False,True,False,False,Buona (0.55-0.7)
0.453,4,SHORT,21.690,NORMAL,True,False,False,False,Media (0.3-0.55)
